OBJECTID_1,MPA_ID,name_shape,Country,Site_link,status_shape,date_est,Year_est,country,rgn_key,Subbasin,HELCOM_ID,BHI_ID,Area_km2
30,128,Skælskør Fjord og havet og kysten mellem Agersø og Glænø,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:128,Designated and managed,22.08.2005,2005,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
31,277,Ebbeløkke Rev,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:277,Designated and managed,16.12.2009,2009,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
32,134,Strandenge på Læsø og havet syd herfor,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:134,Designated and managed,14.07.2005,2005,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
33,284,Kobberhage kystarealer,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:284,Designated and managed,16.12.2009,2009,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
33,284,Kobberhage kystarealer,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:284,Designated and managed,16.12.2009,2009,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
34,268,Sejerø Bugt og Saltbæk Vig,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:268,Designated and managed,06.04.2009,2009,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
35,283,Kaløskovene og Kaløvig,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:283,Designated and managed,16.12.2009,2009,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
36,188,Havet omkring Nordre Rønner,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:188,Designated and managed,14.07.2005,2005,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
37,130,"Stavns Fjord, Samsø Østerflak og Nordby Hede",Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:130,Designated and managed,14.07.2005,2005,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
38,129,Saltholm og omliggende hav,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:129,Designated and managed,14.07.2005,2005,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
38,129,Saltholm og omliggende hav,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:129,Designated and managed,14.07.2005,2005,Denmark,DNK,The Sound,SEA-003,6,588.38712
39,286,Mejl Flak,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:286,Designated,16.12.2009,2009,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
40,281,Ølsemagle Strand og Staunings Ø,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:281,Designated and managed,16.12.2009,2009,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
41,249,Centrale Storebælt og Vresen,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:249,Designated and managed,10.09.2009,2009,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
42,293,Vestlige del af Avernakø,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:293,Designated and managed,16.12.2009,2009,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
43,184,Bornholm: Ertholmene,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:184,Designated and managed,14.07.2005,2005,Denmark,DNK,Bornholm Basin,SEA-007,15,7152.79836
44,265,Havet mellem Romsø og Hindsholm samt Romsø,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:265,Designated and managed,01.09.2009,2009,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
45,255,"Horsens Fjord, havet øst for og Endelave",Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:255,Designated and managed,10.09.2009,2009,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
46,247,Bøchers Grund,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:247,Designated and managed,10.09.2009,2009,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
47,251,"Fyns Hoved, Lillegrund og Lillestrand",Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:251,Designated and managed,31.08.2009,2009,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
48,136,Læsø Trindel og Tønneberg Banke,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:136,Designated and managed,14.07.2005,2005,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
49,261,Mols Bjerge med kystvande,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:261,Designated and managed,23.09.2009,2009,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
50,250,"Flensborg Fjord, Bredgrund og farvandet omkring Als",Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:250,Designated and managed,10.09.2009,2009,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
50,250,"Flensborg Fjord, Bredgrund og farvandet omkring Als",Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:250,Designated and managed,10.09.2009,2009,Denmark,DNK,Kiel Bay,SEA-004,7,1208.87616
50,250,"Flensborg Fjord, Bredgrund og farvandet omkring Als",Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:250,Designated and managed,10.09.2009,2009,Germany,DEU,Great Belt,SEA-002,4,140.98877
50,250,"Flensborg Fjord, Bredgrund og farvandet omkring Als",Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:250,Designated and managed,10.09.2009,2009,Germany,DEU,Kiel Bay,SEA-004,8,2079.47971
51,272,Thurø Rev,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:272,Designated and managed,10.09.2009,2009,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
52,291,Stege Nor,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:291,Designated and managed,16.12.2009,2009,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
53,186,Havet og kysten mellem Karrebæk Fjord og Knudshoved Odde,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:186,Designated and managed,22.08.2005,2005,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
54,275,Adler Grund og Rønne Banke,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:275,Designated,16.12.2009,2009,Denmark,DNK,Arkona Basin,SEA-006,12,6272.53375
54,275,Adler Grund og Rønne Banke,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:275,Designated,16.12.2009,2009,Germany,DEU,Arkona Basin,SEA-006,13,7071.49776
55,287,Odense Fjord,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:287,Designated and managed,16.12.2009,2009,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
56,133,"Ålborg Bugt, Randers Fjord and Mariager Fjord, Birdprotection sites",Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:133,Designated and managed,14.07.2005,2005,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
57,267,Schultz og Hastens Grund samt Briseis Flak,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:267,Designated and managed,10.09.2009,2009,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
58,244,Anholt og havet nord for,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:244,Designated and managed,06.04.2009,2009,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
59,135,"Hirsholmene, havet vest herfor og Ellinge Å's udløb",Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:135,Designated and managed,14.07.2005,2005,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
60,280,Hov Vig,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:280,Designated and managed,16.12.2009,2009,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
61,253,Havet og kysten mellem Hundested og Rørvig,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:253,Designated and managed,28.08.2009,2009,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
62,282,Jægerspris Skydeterræn,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:282,Designated and managed,16.12.2009,2009,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
63,266,Ryggen,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:266,Designated and managed,10.09.2009,2009,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
64,285,Kyndby Kyst,Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:285,Designated and managed,16.12.2009,2009,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
65,187,"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:187,Designated and managed,22.08.2005,2005,Denmark,DNK,Bay of Mecklenburg,SEA-005,9,1144.29301
65,187,"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:187,Designated and managed,22.08.2005,2005,Denmark,DNK,Great Belt,SEA-002,3,10369.11323
65,187,"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:187,Designated and managed,22.08.2005,2005,Denmark,DNK,Kiel Bay,SEA-004,7,1208.87616
66,274,"Ålborg Bugt, østlige del",Denmark,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:274,Designated and managed,16.12.2009,2009,Denmark,DNK,Kattegat,SEA-001,2,15300.69996
67,207,Väinameri,Estonia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:207,Designated and managed,01.04.2009,2009,Estonia,EST,Gulf of Riga,SEA-011,28,10774.55332
67,207,Väinameri,Estonia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:207,Designated and managed,01.04.2009,2009,Estonia,EST,Northern Baltic Proper,SEA-012,31,11841.39906
68,90,Hiiu Madala,Estonia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:90,Designated and managed,01.04.2009,2009,Estonia,EST,Northern Baltic Proper,SEA-012,31,11841.39906
69,206,Pakri,Estonia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:206,Designated and managed,01.04.2009,2009,Estonia,EST,Gulf of Finland,SEA-013,34,8426.04463
70,91,Vilsandi,Estonia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:91,Designated and managed,01.04.2009,2009,Estonia,EST,Eastern Gotland Basin,SEA-009,25,5414.05646
70,91,Vilsandi,Estonia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:91,Designated and managed,01.04.2009,2009,Estonia,EST,Northern Baltic Proper,SEA-012,31,11841.39906
71,95,Kura Kurk,Estonia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:95,Designated and managed,01.04.2009,2009,Estonia,EST,Eastern Gotland Basin,SEA-009,25,5414.05646
71,95,Kura Kurk,Estonia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:95,Designated and managed,01.04.2009,2009,Estonia,EST,Gulf of Riga,SEA-011,28,10774.55332
71,95,Kura Kurk,Estonia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:95,Designated and managed,01.04.2009,2009,Latvia,LVA,Eastern Gotland Basin,SEA-009,24,20977.58487
71,95,Kura Kurk,Estonia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:95,Designated and managed,01.04.2009,2009,Latvia,LVA,Gulf of Riga,SEA-011,27,7993.91788
72,94,Pärnu lahe,Estonia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:94,Designated,01.04.2009,2009,Estonia,EST,Gulf of Riga,SEA-011,28,10774.55332
73,88,Lahemaa,Estonia,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:88,Designated and managed,01.04.2009,2009,Estonia,EST,Gulf of Finland,SEA-013,34,8426.04463
74,158,Kirkkonummen saaristo/ Kirkkonummi Archipelago,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:158,Designated,19.09.2005,2005,Finland,FIN,Gulf of Finland,SEA-013,32,9549.67733
75,397,Boxö,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:397,Designated and managed,09.01.2015,2015,Finland,FIN,Aland Sea,SEA-014,36,12405.68538
76,159,Söderskärin ja Långörenin saaristo /Söderskär and Långören Archipelago,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:159,Designated,19.09.2005,2005,Finland,FIN,Gulf of Finland,SEA-013,32,9549.67733
77,142,Uudenkaupungin saaristo/ Uusikaupunki Archipelago,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:142,Designated,19.09.2005,2005,Finland,FIN,Aland Sea,SEA-014,36,12405.68538
77,142,Uudenkaupungin saaristo/ Uusikaupunki Archipelago,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:142,Designated,19.09.2005,2005,Finland,FIN,Bothnian Sea,SEA-015,38,28136.78846
78,153,Luodon saaristo/Luoto Archipelago,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:153,Designated and managed,19.09.2005,2005,Finland,FIN,Bothnian Bay,SEA-017,42,14930.90472
79,395,Merikalla,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:395,Designated,09.01.2015,2015,Finland,FIN,Bothnian Bay,SEA-017,42,14930.90472
80,394,Luodematalat,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:394,Designated,09.01.2015,2015,Finland,FIN,Gulf of Finland,SEA-013,32,9549.67733
80,394,Luodematalat,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:394,Designated,09.01.2015,2015,Russia,RUS,Gulf of Finland,SEA-013,33,11571.59858
81,400,Lågskär,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:400,Designated and managed,09.01.2015,2015,Finland,FIN,Aland Sea,SEA-014,36,12405.68538
82,147,"Hailuoto, pohjoisranta/ Hailuoto northshore",Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:147,Designated,19.09.2005,2005,Finland,FIN,Bothnian Bay,SEA-017,42,14930.90472
83,396,Björkör,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:396,Designated and managed,09.01.2015,2015,Finland,FIN,Aland Sea,SEA-014,36,12405.68538
84,156,Kristiinankaupungin saaristo /Kristiinankaupunki Archipelago,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:156,Designated,19.09.2005,2005,Finland,FIN,Bothnian Sea,SEA-015,38,28136.78846
85,139,Perämeren kansallispuisto /Bothnian Bay National Park,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:139,Designated and managed,19.09.2005,2005,Finland,FIN,Bothnian Bay,SEA-017,42,14930.90472
86,141,Ouran saaristo /Oura Archipelago,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:141,Designated,19.09.2005,2005,Finland,FIN,Bothnian Sea,SEA-015,38,28136.78846
87,145,Itäisen Suomenlahden saaristo ja vedet/ Eastern Gulf of Finland Archipelago and waters,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:145,Designated and managed,19.09.2005,2005,Finland,FIN,Gulf of Finland,SEA-013,32,9549.67733
87,145,Itäisen Suomenlahden saaristo ja vedet/ Eastern Gulf of Finland Archipelago and waters,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:145,Designated and managed,19.09.2005,2005,Russia,RUS,Gulf of Finland,SEA-013,33,11571.59858
88,140,Merenkurkun saaristo /Outer Bothnian Threshold Archipelago (The Quark),Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:140,Designated,19.09.2005,2005,Finland,FIN,Bothnian Sea,SEA-015,38,28136.78846
88,140,Merenkurkun saaristo /Outer Bothnian Threshold Archipelago (The Quark),Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:140,Designated,19.09.2005,2005,Finland,FIN,The Quark,SEA-016,40,4932.99666
89,152,Kokkolan saaristo/Kokkola Archipelago,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:152,Designated and managed,22.11.2006,2006,Finland,FIN,Bothnian Bay,SEA-017,42,14930.90472
90,143,Saaristomeri /Archipelago Sea,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:143,Designated,19.09.2005,2005,Finland,FIN,Aland Sea,SEA-014,36,12405.68538
90,143,Saaristomeri /Archipelago Sea,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:143,Designated,19.09.2005,2005,Finland,FIN,Northern Baltic Proper,SEA-012,30,9800.24404
91,144,Tammisaaren ja Hangon saariston ja Pohjanpitäjänlahden merensuojelualue /Tammisaari and Hanko Archipelago-and Pojo Bay marine proteciton area,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:144,Designated and managed,19.09.2005,2005,Finland,FIN,Gulf of Finland,SEA-013,32,9549.67733
92,552,Södra Sandbäck,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:552,Designated,05.12.2018,2018,Finland,FIN,Bothnian Sea,SEA-015,38,28136.78846
93,401,Bogskar,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:401,Designated,09.01.2015,2015,Finland,FIN,Aland Sea,SEA-014,36,12405.68538
94,399,Signilskär - Märket,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:399,Designated and managed,09.01.2015,2015,Finland,FIN,Aland Sea,SEA-014,36,12405.68538
94,399,Signilskär - Märket,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:399,Designated and managed,09.01.2015,2015,Finland,FIN,Bothnian Sea,SEA-015,38,28136.78846
94,399,Signilskär - Märket,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:399,Designated and managed,09.01.2015,2015,Sweden,SWE,Bothian Sea,SEA-015,37,31735.90809
95,160,Porvoonjoen suisto - Stensböle /Porvoonjoki estuary-Stensböle,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:160,Designated,19.09.2005,2005,Finland,FIN,Gulf of Finland,SEA-013,32,9549.67733
96,154,Uudenkaarlepyyn saaristo /Uusikaarlepyy Archipelago,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:154,Designated,19.09.2005,2005,Finland,FIN,Bothnian Bay,SEA-017,42,14930.90472
96,154,Uudenkaarlepyyn saaristo /Uusikaarlepyy Archipelago,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:154,Designated,19.09.2005,2005,Finland,FIN,The Quark,SEA-016,40,4932.99666
97,155,Närpiön saaristo /Närpiö Archipelago,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:155,Designated,19.09.2005,2005,Finland,FIN,Bothnian Sea,SEA-015,38,28136.78846
98,151,Rahjan saaristo/Rahja Archipelago,Finland,http://mpas.helcom.fi/apex/f?p=103:12:::NO::P12_ID:151,Designated and managed,19.09.2005,2005,Finland,FIN,Bothnian Bay,SEA-017,42,14930.90472
