year,basin_code,input_tonnes,flow_cubic_meters_per_second,input_per_flow,baltic_sea_basin
2009,BOS,44578,2943,15.147128780156303,Bothnian Sea
2009,BAP,240967,3192,75.49091478696742,Baltic Proper
2009,GUF,112633,3832,29.392745302713987,Gulf of Finland
2009,GUR,64134,1149,55.81723237597911,Gulf of Riga
2009,DS,25672,170,151.01176470588234,Danish Straits
2009,KAT,43215,967,44.68976215098242,Kattegat
2010,BOB,43541,3135,13.888676236044658,Bothnian Bay
2010,BOS,46350,2914,15.905971173644476,Bothnian Sea
2010,BAP,390092,4763,81.90048288893554,Baltic Proper
2010,GUF,100764,4070,24.75773955773956,Gulf of Finland
2010,GUR,79381,1310,60.59618320610687,Gulf of Riga
2010,DS,41142,255,161.34117647058824,Danish Straits
2010,KAT,48192,1169,41.22497861420017,Kattegat
2011,BOB,52539,3466,15.158395845354876,Bothnian Bay
2011,BOS,55505,3077,18.03867403314917,Bothnian Sea
2011,BAP,330783,4038,81.91753343239228,Baltic Proper
2011,GUF,119559,3921,30.491966335118594,Gulf of Finland
2011,GUR,97201,1101,88.28428701180745,Gulf of Riga
2011,DS,40444,257,157.36964980544747,Danish Straits
2011,KAT,49825,1172,42.512798634812285,Kattegat
2012,BOB,71309,4460,15.988565022421525,Bothnian Bay
2012,BOS,63255,3661,17.27806610215788,Bothnian Sea
2012,BAP,214865,3297,65.16985138004246,Baltic Proper
2012,GUF,113884,4242,26.846770391324846,Gulf of Finland
2012,GUR,83613,1371,60.98687089715536,Gulf of Riga
2012,DS,32957,233,141.44635193133047,Danish Straits
2012,KAT,50239,1234,40.71231766612642,Kattegat
2013,BOB,45535,3276,13.899572649572649,Bothnian Bay
2013,BOS,44511,2526,17.621140142517813,Bothnian Sea
2013,BAP,281325,3430,82.01895043731778,Baltic Proper
2013,GUF,102807,4051,25.378178227598124,Gulf of Finland
2013,GUR,67152,1074,62.52513966480447,Gulf of Riga
2013,DS,33354,220,151.6090909090909,Danish Straits
2013,KAT,40521,931,43.524167561761544,Kattegat
2014,BOB,43081,3101,13.892615285391809,Bothnian Bay
2014,BOS,41907,2667,15.713160854893138,Bothnian Sea
2014,BAP,199815,2950,67.73389830508475,Baltic Proper
2014,GUF,94984,3461,27.444091303091593,Gulf of Finland
2014,GUR,48800,692,70.52023121387283,Gulf of Riga
2014,DS,31902,210,151.9142857142857,Danish Straits
2014,KAT,52751,1227,42.991850040749796,Kattegat
2015,BOB,69776,4486,15.554168524297815,Bothnian Bay
2015,BOS,53706,3277,16.38877021666158,Bothnian Sea
2015,BAP,178877,2561,69.84654431862553,Baltic Proper
2015,GUF,80942,3137,25.80235894166401,Gulf of Finland
2015,GUR,55146,720,76.59166666666667,Gulf of Riga
2015,DS,44087,275,160.31636363636363,Danish Straits
2015,KAT,55711,1201,46.38717735220649,Kattegat
2016,BOB,53556,4023,13.312453392990307,Bothnian Bay
2016,BOS,36818,2371,15.528469000421763,Bothnian Sea
2016,BAP,234452,2796,83.85264663805437,Baltic Proper
2016,GUF,100073,3801,26.32807156011576,Gulf of Finland
2016,GUR,80950,959,84.41084462982273,Gulf of Riga
2016,DS,32460,222,146.21621621621622,Danish Straits
2016,KAT,42853,922,46.47830802603037,Kattegat
2017,BOB,48444,3584,13.516741071428571,Bothnian Bay
2017,BOS,41774,2639,15.829480863963623,Bothnian Sea
2017,BAP,364809,3921,93.0397857689365,Baltic Proper
2017,GUF,108672,3803,28.57533526163555,Gulf of Finland
2017,GUR,106061,1453,72.99449415003441,Gulf of Riga
2017,DS,39639,256,154.83984375,Danish Straits
2017,KAT,46457,900,51.61888888888889,Kattegat
